#mbytes,method,test_case,backend,time,mb_per_sec
0.954, basic_parse, long_list, python, 1.331, 0.716
0.954, basic_parse, long_list, yajl2, 0.978, 0.975
0.954, basic_parse, long_list, yajl2_c, 0.077, 12.324
10.278, basic_parse, big_int_object, python, 2.780, 3.697
10.278, basic_parse, big_int_object, yajl2, 1.845, 5.571
10.278, basic_parse, big_int_object, yajl2_c, 0.150, 68.385
11.232, basic_parse, big_decimal_object, python, 2.969, 3.783
11.232, basic_parse, big_decimal_object, yajl2, 1.851, 6.069
11.232, basic_parse, big_decimal_object, yajl2_c, 0.243, 46.182
9.431, basic_parse, big_null_object, python, 2.537, 3.718
9.431, basic_parse, big_null_object, yajl2, 0.955, 9.873
9.431, basic_parse, big_null_object, yajl2_c, 0.105, 89.630
9.669, basic_parse, big_bool_object, python, 2.454, 3.940
9.669, basic_parse, big_bool_object, yajl2, 1.063, 9.094
9.669, basic_parse, big_bool_object, yajl2_c, 0.117, 82.632
14.093, basic_parse, big_str_object, python, 2.830, 4.980
14.093, basic_parse, big_str_object, yajl2, 1.484, 9.498
14.093, basic_parse, big_str_object, yajl2_c, 0.124, 113.655
40.425, basic_parse, big_longstr_object, python, 2.972, 13.600
40.425, basic_parse, big_longstr_object, yajl2, 1.487, 27.195
40.425, basic_parse, big_longstr_object, yajl2_c, 0.128, 315.975
96.321, basic_parse, object_with_10_keys, python, 28.759, 3.349
96.321, basic_parse, object_with_10_keys, yajl2, 14.782, 6.516
96.321, basic_parse, object_with_10_keys, yajl2_c, 1.344, 71.645
1.907, basic_parse, empty_lists, python, 1.389, 1.373
1.907, basic_parse, empty_lists, yajl2, 0.404, 4.716
1.907, basic_parse, empty_lists, yajl2_c, 0.092, 20.730
1.907, basic_parse, empty_objects, python, 1.401, 1.362
1.907, basic_parse, empty_objects, yajl2, 0.398, 4.791
1.907, basic_parse, empty_objects, yajl2_c, 0.090, 21.287
0.954, basic_parse, long_list, python, 1.277, 0.747
0.954, basic_parse, long_list, yajl2, 0.911, 1.047
0.954, basic_parse, long_list, yajl2_c, 0.077, 12.316
10.278, basic_parse, big_int_object, python, 2.704, 3.801
10.278, basic_parse, big_int_object, yajl2, 2.350, 4.374
10.278, basic_parse, big_int_object, yajl2_c, 0.147, 70.118
11.232, basic_parse, big_decimal_object, python, 2.881, 3.899
11.232, basic_parse, big_decimal_object, yajl2, 1.777, 6.319
11.232, basic_parse, big_decimal_object, yajl2_c, 0.253, 44.366
9.431, basic_parse, big_null_object, python, 2.496, 3.779
9.431, basic_parse, big_null_object, yajl2, 0.906, 10.409
9.431, basic_parse, big_null_object, yajl2_c, 0.106, 88.968
9.669, basic_parse, big_bool_object, python, 2.423, 3.990
9.669, basic_parse, big_bool_object, yajl2, 1.000, 9.671
9.669, basic_parse, big_bool_object, yajl2_c, 0.119, 81.382
14.093, basic_parse, big_str_object, python, 2.721, 5.179
14.093, basic_parse, big_str_object, yajl2, 1.416, 9.951
14.093, basic_parse, big_str_object, yajl2_c, 0.124, 113.303
40.425, basic_parse, big_longstr_object, python, 2.871, 14.078
40.425, basic_parse, big_longstr_object, yajl2, 1.449, 27.899
40.425, basic_parse, big_longstr_object, yajl2_c, 0.131, 308.726
96.321, basic_parse, object_with_10_keys, python, 27.844, 3.459
96.321, basic_parse, object_with_10_keys, yajl2, 14.668, 6.567
96.321, basic_parse, object_with_10_keys, yajl2_c, 1.356, 71.024
1.907, basic_parse, empty_lists, python, 1.401, 1.362
1.907, basic_parse, empty_lists, yajl2, 0.403, 4.727
1.907, basic_parse, empty_lists, yajl2_c, 0.097, 19.683
1.907, basic_parse, empty_objects, python, 1.412, 1.351
1.907, basic_parse, empty_objects, yajl2, 0.398, 4.787
1.907, basic_parse, empty_objects, yajl2_c, 0.089, 21.457
0.954, basic_parse, long_list, python, 1.277, 0.747
0.954, basic_parse, long_list, yajl2, 0.937, 1.017
0.954, basic_parse, long_list, yajl2_c, 0.079, 12.061
10.278, basic_parse, big_int_object, python, 2.651, 3.877
10.278, basic_parse, big_int_object, yajl2, 2.334, 4.404
10.278, basic_parse, big_int_object, yajl2_c, 0.147, 70.047
11.232, basic_parse, big_decimal_object, python, 2.849, 3.942
11.232, basic_parse, big_decimal_object, yajl2, 1.848, 6.079
11.232, basic_parse, big_decimal_object, yajl2_c, 0.260, 43.123
9.431, basic_parse, big_null_object, python, 2.433, 3.876
9.431, basic_parse, big_null_object, yajl2, 0.921, 10.238
9.431, basic_parse, big_null_object, yajl2_c, 0.106, 88.759
9.669, basic_parse, big_bool_object, python, 2.358, 4.101
9.669, basic_parse, big_bool_object, yajl2, 1.015, 9.525
9.669, basic_parse, big_bool_object, yajl2_c, 0.118, 82.069
14.093, basic_parse, big_str_object, python, 2.645, 5.329
14.093, basic_parse, big_str_object, yajl2, 1.427, 9.879
14.093, basic_parse, big_str_object, yajl2_c, 0.124, 113.494
40.425, basic_parse, big_longstr_object, python, 2.805, 14.414
40.425, basic_parse, big_longstr_object, yajl2, 1.467, 27.557
40.425, basic_parse, big_longstr_object, yajl2_c, 0.128, 316.739
96.321, basic_parse, object_with_10_keys, python, 27.124, 3.551
96.321, basic_parse, object_with_10_keys, yajl2, 14.835, 6.493
96.321, basic_parse, object_with_10_keys, yajl2_c, 1.368, 70.414
1.907, basic_parse, empty_lists, python, 1.370, 1.392
1.907, basic_parse, empty_lists, yajl2, 0.401, 4.754
1.907, basic_parse, empty_lists, yajl2_c, 0.097, 19.602
1.907, basic_parse, empty_objects, python, 1.380, 1.382
1.907, basic_parse, empty_objects, yajl2, 0.398, 4.791
1.907, basic_parse, empty_objects, yajl2_c, 0.101, 18.952
0.954, parse, long_list, python, 1.415, 0.674
0.954, parse, long_list, yajl2, 1.126, 0.847
0.954, parse, long_list, yajl2_c, 0.087, 10.925
10.278, parse, big_int_object, python, 2.947, 3.488
10.278, parse, big_int_object, yajl2, 2.784, 3.692
10.278, parse, big_int_object, yajl2_c, 0.176, 58.336
11.232, parse, big_decimal_object, python, 3.142, 3.575
11.232, parse, big_decimal_object, yajl2, 2.318, 4.845
11.232, parse, big_decimal_object, yajl2_c, 0.278, 40.389
9.431, parse, big_null_object, python, 2.722, 3.464
9.431, parse, big_null_object, yajl2, 1.248, 7.557
9.431, parse, big_null_object, yajl2_c, 0.135, 69.694
9.669, parse, big_bool_object, python, 2.663, 3.631
9.669, parse, big_bool_object, yajl2, 1.349, 7.167
9.669, parse, big_bool_object, yajl2_c, 0.145, 66.678
14.093, parse, big_str_object, python, 2.932, 4.806
14.093, parse, big_str_object, yajl2, 1.824, 7.725
14.093, parse, big_str_object, yajl2_c, 0.156, 90.305
40.425, parse, big_longstr_object, python, 3.110, 12.999
40.425, parse, big_longstr_object, yajl2, 1.856, 21.779
40.425, parse, big_longstr_object, yajl2_c, 0.151, 267.206
96.321, parse, object_with_10_keys, python, 30.939, 3.113
96.321, parse, object_with_10_keys, yajl2, 19.392, 4.967
96.321, parse, object_with_10_keys, yajl2_c, 2.057, 46.835
1.907, parse, empty_lists, python, 1.766, 1.080
1.907, parse, empty_lists, yajl2, 0.721, 2.645
1.907, parse, empty_lists, yajl2_c, 0.148, 12.848
1.907, parse, empty_objects, python, 1.749, 1.091
1.907, parse, empty_objects, yajl2, 0.653, 2.922
1.907, parse, empty_objects, yajl2_c, 0.109, 17.559
0.954, parse, long_list, python, 1.426, 0.669
0.954, parse, long_list, yajl2, 1.088, 0.876
0.954, parse, long_list, yajl2_c, 0.089, 10.671
10.278, parse, big_int_object, python, 2.968, 3.463
10.278, parse, big_int_object, yajl2, 2.112, 4.866
10.278, parse, big_int_object, yajl2_c, 0.201, 51.140
11.232, parse, big_decimal_object, python, 3.220, 3.488
11.232, parse, big_decimal_object, yajl2, 2.209, 5.084
11.232, parse, big_decimal_object, yajl2_c, 0.280, 40.121
9.431, parse, big_null_object, python, 2.749, 3.430
9.431, parse, big_null_object, yajl2, 1.203, 7.840
9.431, parse, big_null_object, yajl2_c, 0.135, 69.700
9.669, parse, big_bool_object, python, 2.675, 3.615
9.669, parse, big_bool_object, yajl2, 1.288, 7.509
9.669, parse, big_bool_object, yajl2_c, 0.146, 66.184
14.093, parse, big_str_object, python, 2.925, 4.819
14.093, parse, big_str_object, yajl2, 1.704, 8.269
14.093, parse, big_str_object, yajl2_c, 0.156, 90.259
40.425, parse, big_longstr_object, python, 3.087, 13.096
40.425, parse, big_longstr_object, yajl2, 1.756, 23.021
40.425, parse, big_longstr_object, yajl2_c, 0.152, 265.778
96.321, parse, object_with_10_keys, python, 31.228, 3.084
96.321, parse, object_with_10_keys, yajl2, 18.520, 5.201
96.321, parse, object_with_10_keys, yajl2_c, 2.069, 46.549
1.907, parse, empty_lists, python, 1.783, 1.070
1.907, parse, empty_lists, yajl2, 0.701, 2.720
1.907, parse, empty_lists, yajl2_c, 0.145, 13.119
1.907, parse, empty_objects, python, 1.743, 1.094
1.907, parse, empty_objects, yajl2, 0.651, 2.932
1.907, parse, empty_objects, yajl2_c, 0.111, 17.210
0.954, parse, long_list, python, 1.403, 0.680
0.954, parse, long_list, yajl2, 1.082, 0.882
0.954, parse, long_list, yajl2_c, 0.086, 11.133
10.278, parse, big_int_object, python, 2.939, 3.498
10.278, parse, big_int_object, yajl2, 2.667, 3.854
10.278, parse, big_int_object, yajl2_c, 0.176, 58.464
11.232, parse, big_decimal_object, python, 3.108, 3.614
11.232, parse, big_decimal_object, yajl2, 2.196, 5.116
11.232, parse, big_decimal_object, yajl2_c, 0.279, 40.213
9.431, parse, big_null_object, python, 2.702, 3.490
9.431, parse, big_null_object, yajl2, 1.209, 7.800
9.431, parse, big_null_object, yajl2_c, 0.134, 70.563
9.669, parse, big_bool_object, python, 2.653, 3.645
9.669, parse, big_bool_object, yajl2, 1.281, 7.547
9.669, parse, big_bool_object, yajl2_c, 0.146, 66.400
14.093, parse, big_str_object, python, 2.925, 4.818
14.093, parse, big_str_object, yajl2, 1.745, 8.076
14.093, parse, big_str_object, yajl2_c, 0.154, 91.303
40.425, parse, big_longstr_object, python, 3.102, 13.033
40.425, parse, big_longstr_object, yajl2, 1.775, 22.771
40.425, parse, big_longstr_object, yajl2_c, 0.151, 267.658
96.321, parse, object_with_10_keys, python, 30.655, 3.142
96.321, parse, object_with_10_keys, yajl2, 18.543, 5.195
96.321, parse, object_with_10_keys, yajl2_c, 2.074, 46.438
1.907, parse, empty_lists, python, 1.765, 1.081
1.907, parse, empty_lists, yajl2, 0.720, 2.651
1.907, parse, empty_lists, yajl2_c, 0.144, 13.270
1.907, parse, empty_objects, python, 1.735, 1.099
1.907, parse, empty_objects, yajl2, 0.658, 2.897
1.907, parse, empty_objects, yajl2_c, 0.108, 17.686
0.954, kvitems, long_list, python, 1.384, 0.689
0.954, kvitems, long_list, yajl2, 1.063, 0.897
0.954, kvitems, long_list, yajl2_c, 0.046, 20.516
10.278, kvitems, big_int_object, python, 3.861, 2.662
10.278, kvitems, big_int_object, yajl2, 2.991, 3.437
10.278, kvitems, big_int_object, yajl2_c, 0.160, 64.334
11.232, kvitems, big_decimal_object, python, 4.047, 2.775
11.232, kvitems, big_decimal_object, yajl2, 3.069, 3.659
11.232, kvitems, big_decimal_object, yajl2_c, 0.258, 43.619
9.431, kvitems, big_null_object, python, 3.513, 2.684
9.431, kvitems, big_null_object, yajl2, 2.059, 4.580
9.431, kvitems, big_null_object, yajl2_c, 0.117, 80.738
9.669, kvitems, big_bool_object, python, 3.498, 2.764
9.669, kvitems, big_bool_object, yajl2, 2.166, 4.464
9.669, kvitems, big_bool_object, yajl2_c, 0.127, 75.897
14.093, kvitems, big_str_object, python, 3.789, 3.720
14.093, kvitems, big_str_object, yajl2, 2.597, 5.427
14.093, kvitems, big_str_object, yajl2_c, 0.124, 113.333
40.425, kvitems, big_longstr_object, python, 3.994, 10.120
40.425, kvitems, big_longstr_object, yajl2, 2.633, 15.353
40.425, kvitems, big_longstr_object, yajl2_c, 0.153, 264.141
96.321, kvitems, object_with_10_keys, python, 31.773, 3.032
96.321, kvitems, object_with_10_keys, yajl2, 19.105, 5.042
96.321, kvitems, object_with_10_keys, yajl2_c, 1.398, 68.878
1.907, kvitems, empty_lists, python, 1.731, 1.102
1.907, kvitems, empty_lists, yajl2, 0.685, 2.786
1.907, kvitems, empty_lists, yajl2_c, 0.081, 23.503
1.907, kvitems, empty_objects, python, 1.719, 1.110
1.907, kvitems, empty_objects, yajl2, 0.638, 2.989
1.907, kvitems, empty_objects, yajl2_c, 0.049, 38.989
0.954, kvitems, long_list, python, 1.399, 0.682
0.954, kvitems, long_list, yajl2, 1.021, 0.934
0.954, kvitems, long_list, yajl2_c, 0.046, 20.669
10.278, kvitems, big_int_object, python, 4.266, 2.410
10.278, kvitems, big_int_object, yajl2, 3.191, 3.221
10.278, kvitems, big_int_object, yajl2_c, 0.158, 65.209
11.232, kvitems, big_decimal_object, python, 4.133, 2.718
11.232, kvitems, big_decimal_object, yajl2, 3.006, 3.737
11.232, kvitems, big_decimal_object, yajl2_c, 0.259, 43.353
9.431, kvitems, big_null_object, python, 3.535, 2.668
9.431, kvitems, big_null_object, yajl2, 2.040, 4.624
9.431, kvitems, big_null_object, yajl2_c, 0.116, 81.083
9.669, kvitems, big_bool_object, python, 3.480, 2.779
9.669, kvitems, big_bool_object, yajl2, 2.140, 4.519
9.669, kvitems, big_bool_object, yajl2_c, 0.127, 75.977
14.093, kvitems, big_str_object, python, 3.750, 3.759
14.093, kvitems, big_str_object, yajl2, 2.550, 5.526
14.093, kvitems, big_str_object, yajl2_c, 0.127, 110.920
40.425, kvitems, big_longstr_object, python, 3.984, 10.148
40.425, kvitems, big_longstr_object, yajl2, 2.617, 15.448
40.425, kvitems, big_longstr_object, yajl2_c, 0.154, 262.579
96.321, kvitems, object_with_10_keys, python, 31.667, 3.042
96.321, kvitems, object_with_10_keys, yajl2, 18.280, 5.269
96.321, kvitems, object_with_10_keys, yajl2_c, 1.386, 69.508
1.907, kvitems, empty_lists, python, 1.737, 1.098
1.907, kvitems, empty_lists, yajl2, 0.675, 2.827
1.907, kvitems, empty_lists, yajl2_c, 0.081, 23.418
1.907, kvitems, empty_objects, python, 1.754, 1.087
1.907, kvitems, empty_objects, yajl2, 0.638, 2.989
1.907, kvitems, empty_objects, yajl2_c, 0.049, 38.582
0.954, kvitems, long_list, python, 1.418, 0.672
0.954, kvitems, long_list, yajl2, 1.062, 0.898
0.954, kvitems, long_list, yajl2_c, 0.046, 20.625
10.278, kvitems, big_int_object, python, 4.531, 2.268
10.278, kvitems, big_int_object, yajl2, 3.079, 3.338
10.278, kvitems, big_int_object, yajl2_c, 0.158, 65.042
11.232, kvitems, big_decimal_object, python, 4.252, 2.642
11.232, kvitems, big_decimal_object, yajl2, 3.176, 3.536
11.232, kvitems, big_decimal_object, yajl2_c, 0.262, 42.900
9.431, kvitems, big_null_object, python, 3.606, 2.615
9.431, kvitems, big_null_object, yajl2, 2.091, 4.509
9.431, kvitems, big_null_object, yajl2_c, 0.117, 80.600
9.669, kvitems, big_bool_object, python, 3.538, 2.733
9.669, kvitems, big_bool_object, yajl2, 2.200, 4.395
9.669, kvitems, big_bool_object, yajl2_c, 0.128, 75.585
14.093, kvitems, big_str_object, python, 3.824, 3.686
14.093, kvitems, big_str_object, yajl2, 2.595, 5.430
14.093, kvitems, big_str_object, yajl2_c, 0.124, 113.757
40.425, kvitems, big_longstr_object, python, 4.026, 10.040
40.425, kvitems, big_longstr_object, yajl2, 2.645, 15.285
40.425, kvitems, big_longstr_object, yajl2_c, 0.153, 264.368
96.321, kvitems, object_with_10_keys, python, 32.490, 2.965
96.321, kvitems, object_with_10_keys, yajl2, 18.816, 5.119
96.321, kvitems, object_with_10_keys, yajl2_c, 1.370, 70.325
1.907, kvitems, empty_lists, python, 1.748, 1.091
1.907, kvitems, empty_lists, yajl2, 0.687, 2.774
1.907, kvitems, empty_lists, yajl2_c, 0.082, 23.264
1.907, kvitems, empty_objects, python, 1.750, 1.090
1.907, kvitems, empty_objects, yajl2, 0.646, 2.952
1.907, kvitems, empty_objects, yajl2_c, 0.049, 39.013
0.954, items, long_list, python, 1.642, 0.581
0.954, items, long_list, yajl2, 1.384, 0.689
0.954, items, long_list, yajl2_c, 0.060, 15.794
10.278, items, big_int_object, python, 3.677, 2.795
10.278, items, big_int_object, yajl2, 2.877, 3.573
10.278, items, big_int_object, yajl2_c, 0.261, 39.381
11.232, items, big_decimal_object, python, 3.849, 2.918
11.232, items, big_decimal_object, yajl2, 3.032, 3.705
11.232, items, big_decimal_object, yajl2_c, 0.398, 28.247
9.431, items, big_null_object, python, 3.317, 2.843
9.431, items, big_null_object, yajl2, 1.885, 5.003
9.431, items, big_null_object, yajl2_c, 0.202, 46.577
9.669, items, big_bool_object, python, 3.250, 2.975
9.669, items, big_bool_object, yajl2, 2.007, 4.818
9.669, items, big_bool_object, yajl2_c, 0.206, 47.051
14.093, items, big_str_object, python, 3.606, 3.909
14.093, items, big_str_object, yajl2, 2.551, 5.525
14.093, items, big_str_object, yajl2_c, 0.238, 59.234
40.425, items, big_longstr_object, python, 3.868, 10.452
40.425, items, big_longstr_object, yajl2, 2.616, 15.453
40.425, items, big_longstr_object, yajl2_c, 0.284, 142.489
96.321, items, object_with_10_keys, python, 38.865, 2.478
96.321, items, object_with_10_keys, yajl2, 27.483, 3.505
96.321, items, object_with_10_keys, yajl2_c, 2.568, 37.505
1.907, items, empty_lists, python, 2.423, 0.787
1.907, items, empty_lists, yajl2, 1.377, 1.385
1.907, items, empty_lists, yajl2_c, 0.284, 6.714
1.907, items, empty_objects, python, 2.393, 0.797
1.907, items, empty_objects, yajl2, 1.286, 1.484
1.907, items, empty_objects, yajl2_c, 0.157, 12.131
0.954, items, long_list, python, 1.602, 0.595
0.954, items, long_list, yajl2, 1.253, 0.761
0.954, items, long_list, yajl2_c, 0.052, 18.172
10.278, items, big_int_object, python, 4.124, 2.492
10.278, items, big_int_object, yajl2, 2.694, 3.816
10.278, items, big_int_object, yajl2_c, 0.240, 42.825
11.232, items, big_decimal_object, python, 3.861, 2.910
11.232, items, big_decimal_object, yajl2, 2.863, 3.924
11.232, items, big_decimal_object, yajl2_c, 0.355, 31.656
9.431, items, big_null_object, python, 3.309, 2.850
9.431, items, big_null_object, yajl2, 1.744, 5.409
9.431, items, big_null_object, yajl2_c, 0.186, 50.587
9.669, items, big_bool_object, python, 3.253, 2.972
9.669, items, big_bool_object, yajl2, 1.892, 5.111
9.669, items, big_bool_object, yajl2_c, 0.188, 51.423
14.093, items, big_str_object, python, 3.587, 3.928
14.093, items, big_str_object, yajl2, 2.300, 6.126
14.093, items, big_str_object, yajl2_c, 0.226, 62.340
40.425, items, big_longstr_object, python, 3.820, 10.583
40.425, items, big_longstr_object, yajl2, 2.401, 16.837
40.425, items, big_longstr_object, yajl2_c, 0.269, 150.113
96.321, items, object_with_10_keys, python, 37.733, 2.553
96.321, items, object_with_10_keys, yajl2, 24.460, 3.938
96.321, items, object_with_10_keys, yajl2_c, 2.269, 42.453
1.907, items, empty_lists, python, 2.379, 0.802
1.907, items, empty_lists, yajl2, 1.360, 1.403
1.907, items, empty_lists, yajl2_c, 0.276, 6.917
1.907, items, empty_objects, python, 2.373, 0.804
1.907, items, empty_objects, yajl2, 1.282, 1.487
1.907, items, empty_objects, yajl2_c, 0.150, 12.728
0.954, items, long_list, python, 1.600, 0.596
0.954, items, long_list, yajl2, 1.268, 0.752
0.954, items, long_list, yajl2_c, 0.053, 17.996
10.278, items, big_int_object, python, 4.162, 2.470
10.278, items, big_int_object, yajl2, 2.753, 3.733
10.278, items, big_int_object, yajl2_c, 0.241, 42.670
11.232, items, big_decimal_object, python, 3.875, 2.898
11.232, items, big_decimal_object, yajl2, 2.907, 3.864
11.232, items, big_decimal_object, yajl2_c, 0.360, 31.228
9.431, items, big_null_object, python, 3.317, 2.843
9.431, items, big_null_object, yajl2, 1.841, 5.122
9.431, items, big_null_object, yajl2_c, 0.189, 49.869
9.669, items, big_bool_object, python, 3.283, 2.946
9.669, items, big_bool_object, yajl2, 1.934, 5.000
9.669, items, big_bool_object, yajl2_c, 0.191, 50.754
14.093, items, big_str_object, python, 3.554, 3.966
14.093, items, big_str_object, yajl2, 2.397, 5.880
14.093, items, big_str_object, yajl2_c, 0.225, 62.642
40.425, items, big_longstr_object, python, 3.811, 10.608
40.425, items, big_longstr_object, yajl2, 2.489, 16.242
40.425, items, big_longstr_object, yajl2_c, 0.271, 148.938
96.321, items, object_with_10_keys, python, 37.847, 2.545
96.321, items, object_with_10_keys, yajl2, 25.621, 3.759
96.321, items, object_with_10_keys, yajl2_c, 2.290, 42.064
1.907, items, empty_lists, python, 2.414, 0.790
1.907, items, empty_lists, yajl2, 1.388, 1.374
1.907, items, empty_lists, yajl2_c, 0.273, 6.982
1.907, items, empty_objects, python, 2.412, 0.791
1.907, items, empty_objects, yajl2, 1.306, 1.461
1.907, items, empty_objects, yajl2_c, 0.150, 12.743

